age,sex,height_cm,start_weight_kg,target_weight_kg,duration_weeks,start_bmi,target_bmi,avg_calorie_intake,avg_calorie_burn,main_exercise
67,Female,160.5,81.6,70.6,22.5,31.7,27.4,1620,560,Cycling 4x/week
44,Male,170.4,76.5,71.8,8.1,26.4,24.7,2213,292,HIIT 3x/week
35,Male,175.7,72.4,68.1,14.5,23.4,22,2095,507,HIIT 3x/week
44,Female,164.8,74.8,68.9,17.1,27.6,25.4,1587,392,Swimming 2x/week
47,Male,171,80.6,73.2,12.8,27.6,25.1,2067,433,HIIT 3x/week
35,Male,184.1,94.7,77.5,53.2,27.9,22.9,2715,249,Swimming 2x/week
67,Male,173.5,78.6,72.2,16.8,26.1,24,1766,309,Cycling 4x/week
33,Female,166.8,67,53.6,23.4,24.1,19.3,1761,356,Gym 3x/week
33,Male,185.6,93.6,84.7,27,27.2,24.6,2708,460,HIIT 3x/week
38,Male,186.8,100.3,83.5,42,28.8,23.9,2636,405,Swimming 2x/week
42,Female,163.7,83.4,69.6,33.6,31.1,26,1660,301,HIIT 3x/week
37,Female,163.7,87.2,81.1,19.5,32.6,30.3,1940,577,HIIT 3x/week
21,Female,151.5,61.6,50.4,34.6,26.8,22,1534,499,Running 3x/week
35,Male,165.5,84.2,70.4,37.2,30.7,25.7,2330,576,Cycling 4x/week
63,Female,152.4,54,44.8,28.2,23.2,19.3,1066,499,Gym 3x/week
68,Male,163.1,60.7,50.2,24.7,22.8,18.9,1518,434,Running 3x/week
66,Female,161.1,67.4,60.1,14.1,26,23.2,1588,534,HIIT 3x/week
22,Female,151.8,68.5,62,13,29.8,26.9,1835,394,Cycling 4x/week
24,Male,184.2,76.4,67.7,22.6,22.5,19.9,2106,421,Gym 3x/week
23,Female,169.5,87.2,70,57.5,30.4,24.4,2026,581,Cycling 4x/week
30,Male,178.6,84,79.4,13.3,26.3,24.9,2209,441,Running 3x/week
67,Male,169.8,95.3,87.3,12.9,33,30.3,2095,466,Cycling 4x/week
57,Male,178.3,89.5,75.7,32.7,28.1,23.8,2221,620,Swimming 2x/week
30,Female,152.8,79.3,72.9,22.4,34,31.2,1752,159,Gym 3x/week
20,Male,164.2,76.8,65.6,28.6,28.5,24.3,2064,179,HIIT 3x/week
39,Female,154.5,72.9,61.6,31.8,30.6,25.8,1814,588,Swimming 2x/week
58,Male,170.3,75.6,70.7,12.6,26.1,24.4,2021,281,HIIT 3x/week
24,Male,171.2,78.3,63.1,44.6,26.7,21.5,2060,444,Gym 3x/week
49,Male,169.9,67.6,58.8,17.1,23.4,20.4,1813,454,HIIT 3x/week
59,Male,187,99.1,93.5,16.8,28.4,26.7,2530,359,Cycling 4x/week
18,Female,161.5,57.9,53.6,12.1,22.2,20.5,1766,359,Gym 3x/week
50,Female,153.5,58.2,54.3,6.2,24.7,23,1234,454,Running 3x/week
57,Female,157.2,78.7,70.4,25.4,31.9,28.5,1432,255,HIIT 3x/week
42,Female,171.2,79.4,71.1,17.6,27.1,24.3,1904,251,Cycling 4x/week
70,Female,155.4,65,53.7,18.5,26.9,22.3,1384,527,HIIT 3x/week
54,Female,164,76.5,69.4,11.8,28.5,25.8,1646,325,HIIT 3x/week
69,Female,163.1,70.3,61.8,24.4,26.4,23.2,1466,644,Gym 3x/week
44,Female,166.2,60.9,50,32.5,22.1,18.1,1370,339,Running 3x/week
26,Male,168.9,72.3,60.6,24.2,25.4,21.3,2040,635,HIIT 3x/week
19,Male,181.3,91.6,80.4,31,27.9,24.5,2591,559,Cycling 4x/week
43,Female,174.7,72.2,67.5,9.9,23.6,22.1,1782,505,Swimming 2x/week
21,Male,168.6,94.1,86.5,13.2,33.1,30.4,2627,310,HIIT 3x/week
61,Male,164.9,67.3,59,22.6,24.8,21.7,1698,564,Gym 3x/week
38,Female,174.4,96,83.7,34.9,31.6,27.5,2263,197,Cycling 4x/week
32,Female,173.4,84,71.2,24.6,27.9,23.7,2063,153,HIIT 3x/week
30,Male,170.6,86,81.6,8,29.5,28,2350,380,HIIT 3x/week
28,Male,168.8,84.2,71.8,23.9,29.5,25.2,2441,503,Running 3x/week
52,Male,172,73.8,68.2,15.9,24.9,23.1,1808,481,Running 3x/week
28,Female,161.4,73.4,60,25.5,28.2,23,1637,200,Cycling 4x/week
36,Female,162.3,75.8,71.9,7.5,28.8,27.3,1755,206,Running 3x/week
56,Male,173.1,85.2,80.4,16.6,28.4,26.8,2129,283,Running 3x/week
34,Male,170.4,63.9,55.8,17.4,22,19.2,1706,253,Swimming 2x/week
53,Female,162.7,63.9,56.4,25.7,24.1,21.3,1341,498,Swimming 2x/week
27,Female,153.3,73.6,66.5,19.8,31.4,28.3,1680,163,Cycling 4x/week
62,Female,154.3,74.4,61.9,20.4,31.2,26,1644,466,HIIT 3x/week
57,Male,172.8,73,62.9,28.2,24.4,21,1856,170,Swimming 2x/week
30,Male,173.4,80.7,69.8,26.8,26.8,23.2,2239,314,Running 3x/week
35,Male,181.9,109.2,99.6,32.3,33,30.1,2693,429,Swimming 2x/week
43,Female,158.6,81.9,71.5,29.4,32.6,28.4,1707,166,Cycling 4x/week
68,Female,161.2,89.3,73.1,52.6,34.3,28.1,1772,179,Swimming 2x/week
37,Male,181.7,87.3,73.5,23.3,26.4,22.3,2180,544,HIIT 3x/week
46,Male,185.2,84.4,76.4,19.3,24.6,22.3,2251,329,Swimming 2x/week
52,Female,169.9,88.8,77.2,25.5,30.7,26.7,1684,378,Running 3x/week
46,Male,169.1,93.9,77.6,29.2,32.9,27.2,2369,271,Running 3x/week
55,Male,172.1,82.1,73.9,23.6,27.7,25,1873,581,Running 3x/week
42,Female,156.1,56.8,48.3,15.3,23.3,19.8,1354,530,Running 3x/week
45,Female,161.4,59.6,51.3,27,22.9,19.7,1395,511,Swimming 2x/week
42,Male,178.1,92.6,74.9,45.4,29.2,23.6,2220,236,Swimming 2x/week
70,Male,164.2,73,61.6,35.4,27.1,22.8,1575,170,Running 3x/week
47,Female,166.8,87.1,70.5,57.6,31.3,25.4,1996,505,Running 3x/week
54,Female,170.2,84.6,73.3,25.6,29.2,25.3,1621,547,Running 3x/week
44,Male,185.6,92.8,77.7,30.9,26.9,22.5,2449,553,Cycling 4x/week
61,Male,177.6,91,80,28.9,28.8,25.3,2097,522,Swimming 2x/week
21,Female,161.3,69.4,65.6,9.9,26.7,25.2,1882,402,Running 3x/week
51,Male,171.4,83.7,69.4,21.8,28.5,23.6,1985,380,Swimming 2x/week
66,Male,170.2,67.2,60.4,22.4,23.2,20.8,1635,499,Gym 3x/week
56,Female,151.4,68.8,55.7,30.9,30,24.3,1454,217,HIIT 3x/week
69,Female,166.3,81.7,70,30.2,29.5,25.3,1499,590,Cycling 4x/week
68,Male,170,99.5,83.9,51.6,34.4,29,2420,557,Cycling 4x/week
27,Male,167.8,78.5,65.8,32.2,27.9,23.4,2089,426,Swimming 2x/week
66,Male,178.2,85,68.8,46.5,26.8,21.7,1967,225,Swimming 2x/week
32,Female,158.2,82,67.4,28.2,32.8,26.9,1763,509,Swimming 2x/week
30,Male,165.3,88.7,75.6,21.7,32.5,27.7,2512,545,Swimming 2x/week
70,Male,182.7,96.8,87.3,22.8,29,26.2,2130,481,Running 3x/week
27,Male,176.8,109.1,101.8,19.2,34.9,32.6,3058,346,Gym 3x/week
49,Female,173.6,103.9,89.8,41.2,34.5,29.8,2247,302,Running 3x/week
68,Female,159.2,62.4,52.3,15.8,24.6,20.6,1379,549,Swimming 2x/week
38,Male,164.9,87.2,74.4,38.8,32.1,27.4,2312,218,Gym 3x/week
42,Female,166.2,84.4,73.6,34,30.5,26.7,1678,192,Swimming 2x/week
67,Female,170.4,88.3,81.5,23.1,30.4,28.1,1679,536,Gym 3x/week
68,Female,165.5,73.6,67.8,9.5,26.9,24.8,1373,483,Cycling 4x/week
55,Female,159,70.3,56.7,29,27.8,22.4,1469,640,Running 3x/week
53,Female,154.2,68.4,62.1,21.7,28.8,26.1,1680,583,Swimming 2x/week
29,Female,154.5,58.2,47,21.6,24.4,19.7,1606,481,Swimming 2x/week
43,Male,179.6,110,104.3,15.4,34.1,32.3,2674,372,Running 3x/week
68,Male,170.1,77.4,67.2,33.9,26.8,23.2,1647,156,Gym 3x/week
26,Female,173.7,71.8,58.8,35.8,23.8,19.5,1916,426,Cycling 4x/week
55,Female,166.6,67.3,55.6,19.1,24.2,20,1700,372,Swimming 2x/week
61,Female,161.8,65.9,54.9,36.8,25.2,21,1562,290,Running 3x/week
45,Male,173.1,73,65.4,22.2,24.3,21.8,1830,350,HIIT 3x/week
35,Female,169.8,76.9,70.4,10.3,26.7,24.4,1948,326,Running 3x/week
38,Male,177.3,93.2,76.5,37.8,29.7,24.3,2478,402,HIIT 3x/week
47,Female,168.5,68.2,61.5,17.2,24,21.7,1708,481,HIIT 3x/week
29,Female,159.4,70.2,57.3,35.5,27.6,22.5,1659,411,Running 3x/week
54,Female,154.1,81.4,67.4,34.7,34.3,28.4,1535,466,Swimming 2x/week
43,Male,173.4,68.2,60.2,27.1,22.7,20,1992,271,Gym 3x/week
32,Male,182.5,97.2,91.3,15.3,29.2,27.4,2787,569,Gym 3x/week
25,Male,167,74.1,69.1,12.3,26.6,24.8,2042,167,Swimming 2x/week
44,Female,153.5,62.4,55.3,17.2,26.5,23.4,1602,489,Running 3x/week
27,Male,175,100.9,82.4,28.8,32.9,26.9,2820,155,Gym 3x/week
63,Male,167.1,68.2,59.8,19,24.4,21.4,1653,558,HIIT 3x/week
36,Male,170.1,79.5,63.6,53,27.5,22,1973,465,Running 3x/week
29,Male,165,63.9,54.8,22.1,23.5,20.1,2010,567,Running 3x/week
70,Female,171.3,80.5,66.6,28.4,27.4,22.7,1710,402,Swimming 2x/week
33,Male,169.6,75.3,67,20.6,26.1,23.3,2137,233,Gym 3x/week
28,Male,175.3,96.4,83.1,42.3,31.4,27,2593,466,Gym 3x/week
63,Female,171.8,100.6,81.6,55,34.1,27.6,2112,582,Running 3x/week
61,Female,174,95.3,87.5,16.1,31.5,28.9,1878,363,HIIT 3x/week
62,Male,182.7,77,70.3,19.1,23.1,21.1,1899,243,Swimming 2x/week
27,Female,172.7,79.4,69.2,30,26.6,23.2,1725,476,Swimming 2x/week
60,Male,175.6,89.8,82.7,23.7,29.1,26.8,2037,626,Cycling 4x/week
52,Male,179.9,100,85.7,29.8,30.9,26.5,2353,273,HIIT 3x/week
52,Male,178.1,80.5,66.6,40.3,25.4,21,2167,438,Swimming 2x/week
54,Male,185.9,100.9,84.8,46.6,29.2,24.5,2638,205,Swimming 2x/week
22,Male,168.3,64.3,51.8,26.5,22.7,18.3,1973,610,HIIT 3x/week
23,Female,158.2,66.8,59,18.8,26.7,23.6,1495,222,Swimming 2x/week
41,Female,173,104.3,88.2,27.5,34.9,29.5,2345,224,Running 3x/week
46,Female,157.8,80,71.4,20.6,32.2,28.7,1870,530,Gym 3x/week
24,Female,169.5,66.9,56.4,19.3,23.3,19.6,1857,600,Gym 3x/week
56,Female,163.8,80.4,74.6,18.4,29.9,27.8,1578,396,Gym 3x/week
38,Male,175.3,106.8,93.5,20.3,34.8,30.5,2590,479,Swimming 2x/week
48,Male,178.6,93.8,83,37.1,29.4,26,2510,566,HIIT 3x/week
52,Female,160.2,68.8,64.1,16.2,26.8,25,1466,186,Gym 3x/week
42,Male,170.8,75.3,68.2,22.4,25.8,23.4,2053,215,Gym 3x/week
27,Male,164.8,70.9,61.1,33.6,26.1,22.5,2044,414,HIIT 3x/week
44,Male,170.8,83.7,72.4,35.8,28.7,24.8,2122,161,Cycling 4x/week
26,Female,167.3,78.5,65.9,32.6,28,23.5,1887,553,Running 3x/week
18,Male,163.7,74.7,63.6,21,27.9,23.7,2357,317,Running 3x/week
53,Female,168,83.6,77.9,19.4,29.6,27.6,1654,319,HIIT 3x/week
43,Female,170.6,94.9,84.7,16.3,32.6,29.1,1986,485,Swimming 2x/week
37,Male,180.4,87.1,76.2,33.6,26.8,23.4,2358,625,Swimming 2x/week
61,Male,176.2,95.7,77.6,34.9,30.8,25,2422,204,Cycling 4x/week
46,Male,174.6,69.7,61,14.9,22.9,20,2034,493,Cycling 4x/week
60,Male,171,65.5,61,10,22.4,20.8,1707,286,Cycling 4x/week
70,Male,177.5,103.5,88.6,39.5,32.9,28.1,2585,583,Gym 3x/week
24,Female,172.9,69.8,60.3,16.6,23.3,20.2,1903,592,Running 3x/week
26,Male,180.9,112.1,104.7,25.6,34.2,32,2827,363,HIIT 3x/week
37,Male,185.1,81.4,72.5,26.1,23.8,21.2,2165,411,Gym 3x/week
69,Female,169,90,72.7,49.1,31.5,25.4,1752,484,Running 3x/week
28,Male,184,98.3,88.9,14.9,29,26.3,2624,592,Cycling 4x/week
62,Male,178,89.6,73.4,34.9,28.3,23.2,2102,556,Swimming 2x/week
27,Female,159.9,65.3,58.8,21.2,25.6,23,1469,191,Running 3x/week
31,Female,156.6,68.9,55.5,36.1,28.1,22.6,1552,263,Swimming 2x/week
35,Male,169.9,79.6,72.8,11.2,27.6,25.2,2159,579,Gym 3x/week
21,Female,159.3,65.2,53.2,31.7,25.7,21,1835,612,Swimming 2x/week
38,Female,161.4,79,74.9,13.6,30.3,28.8,1923,489,Running 3x/week
22,Male,167.9,64.2,52.6,17.6,22.8,18.7,2066,538,Gym 3x/week
20,Female,169.6,81.1,71.9,23.1,28.2,25,2003,373,HIIT 3x/week
21,Male,165.9,63.5,57,13.4,23.1,20.7,2085,535,Gym 3x/week
52,Male,186.3,97.6,81.4,26.3,28.1,23.5,2451,596,Swimming 2x/week
47,Female,159.2,58.7,49.1,24,23.2,19.4,1576,645,Swimming 2x/week
28,Male,185,103.8,98.5,14.7,30.3,28.8,2622,263,HIIT 3x/week
31,Male,175.6,97,88,21,31.5,28.6,2447,206,Gym 3x/week
33,Male,181,109.6,99.5,24.8,33.5,30.4,2694,349,Gym 3x/week
53,Male,164.4,77.1,68.8,20.8,28.5,25.4,1716,562,HIIT 3x/week
69,Male,164.1,89,81.5,23.1,33.1,30.3,1837,192,HIIT 3x/week
38,Male,174,95.9,82.4,20.5,31.7,27.2,2600,398,Running 3x/week
51,Female,172.9,80.4,74.6,17.8,26.9,25,1773,372,Gym 3x/week
61,Female,172.3,96.8,86.6,30.7,32.6,29.2,2085,299,HIIT 3x/week
41,Male,167.7,71.9,62,22.5,25.5,22,1786,644,Cycling 4x/week
39,Female,173.5,101.4,81.4,44.5,33.7,27,2003,402,Running 3x/week
48,Female,157.7,55.2,44.6,36.2,22.2,17.9,1333,247,Gym 3x/week
25,Male,172.6,93.1,85.4,26.3,31.2,28.7,2370,327,Swimming 2x/week
68,Female,171.8,65,58,22.6,22,19.6,1307,191,Swimming 2x/week
53,Male,173.9,103.7,96.8,16.7,34.3,32,2643,424,Cycling 4x/week
54,Female,152,75.3,65.1,21.7,32.6,28.2,1508,341,Gym 3x/week
67,Male,163.4,72.6,66.7,10.7,27.2,25,1734,302,Running 3x/week
52,Female,174.9,102.7,82.1,46.1,33.6,26.8,2051,397,Gym 3x/week
19,Female,174.1,69.1,59.8,25.6,22.8,19.7,1724,308,Gym 3x/week
33,Female,152.3,75.6,64.2,25.5,32.6,27.7,1533,643,Swimming 2x/week
36,Female,173.6,100.2,91.6,26.3,33.2,30.4,1951,614,Swimming 2x/week
31,Male,183.2,73.9,69.1,9.7,22,20.6,2067,278,Gym 3x/week
67,Male,183,89.4,73.7,36,26.7,22,2249,597,Cycling 4x/week
52,Male,177.7,95.9,89.2,17.9,30.4,28.2,2493,506,HIIT 3x/week
45,Male,185.6,81.5,67,22.9,23.7,19.5,2331,154,Cycling 4x/week
33,Female,161,60.2,56.8,11.5,23.2,21.9,1389,628,HIIT 3x/week
26,Male,173.9,85.7,81.3,10.3,28.4,26.9,2278,491,Gym 3x/week
23,Female,153.6,59.5,54.1,9.2,25.2,22.9,1632,608,Running 3x/week
52,Male,175.4,81.7,68.5,45.4,26.6,22.3,1987,221,Cycling 4x/week
36,Male,168.4,94.4,78.3,37.2,33.3,27.6,2614,327,HIIT 3x/week
35,Female,166.9,95.4,89.7,9.8,34.2,32.2,1924,236,Cycling 4x/week
67,Male,185.9,78.5,65.2,39.4,22.7,18.9,1967,449,Cycling 4x/week
42,Female,151.6,52.6,43.4,25.8,22.9,18.9,1447,289,Cycling 4x/week
18,Female,171.9,73,64.2,14,24.7,21.7,1842,429,Running 3x/week
41,Female,173.6,71.6,65.6,12.3,23.8,21.8,1881,618,Gym 3x/week
70,Female,163.5,64.8,52.6,39.2,24.3,19.7,1513,198,Running 3x/week
26,Male,173.6,83,67.7,44.9,27.5,22.5,2230,439,Running 3x/week
48,Male,166.3,75.4,61.2,38,27.3,22.1,1931,262,Running 3x/week
62,Male,170.5,86.4,71.1,36.9,29.7,24.5,2011,280,Swimming 2x/week
47,Female,157.2,58,50.9,14.9,23.4,20.6,1304,272,Cycling 4x/week
24,Female,172.6,67.8,61.8,14.1,22.8,20.7,1842,201,Swimming 2x/week
22,Male,181.4,91.9,86,16.4,27.9,26.1,2769,185,Running 3x/week
37,Female,152.6,69.1,59.7,14.9,29.7,25.6,1536,422,Running 3x/week
33,Male,168.4,87.9,83.2,9.7,31,29.3,2273,289,Swimming 2x/week
62,Male,185.8,77.1,64.5,39.9,22.3,18.7,1868,340,Cycling 4x/week
36,Male,163.5,69.4,62.7,11.2,25.9,23.4,1762,303,Running 3x/week
55,Male,185.1,117.7,98.4,39.1,34.4,28.7,2838,538,Swimming 2x/week
21,Female,154.2,65.4,54,20.3,27.5,22.7,1582,255,HIIT 3x/week
29,Female,174.7,89.2,71.9,33.9,29.2,23.6,1862,630,Swimming 2x/week
47,Female,156.3,71.5,60.1,23.5,29.3,24.6,1459,594,Cycling 4x/week
61,Male,167.3,75.4,66,23.6,26.9,23.6,1998,560,HIIT 3x/week
63,Male,183.9,104.9,86.3,34.1,31,25.5,2375,260,Gym 3x/week
39,Female,157.5,59.3,52.3,13.3,23.9,21.1,1524,381,Running 3x/week
30,Female,170.3,88,77,31.4,30.3,26.5,1812,267,Running 3x/week
60,Male,179.2,86,76.8,14.3,26.8,23.9,2062,538,HIIT 3x/week
24,Male,175.1,92.2,79.5,22,30,25.9,2444,216,Gym 3x/week
29,Male,180.3,97.8,83.6,28.2,30.1,25.7,2608,319,Swimming 2x/week
22,Female,169.2,91.3,74.2,46,31.9,25.9,2125,403,Cycling 4x/week
41,Male,176.4,107.4,93,47.9,34.5,29.9,2822,301,Swimming 2x/week
67,Male,183.5,108.7,94.4,28.4,32.3,28,2471,331,Swimming 2x/week
42,Male,179.4,100,83.9,44,31.1,26.1,2564,425,Running 3x/week
70,Male,179.9,108.5,95.2,24.4,33.5,29.4,2620,263,Gym 3x/week
68,Female,168.4,67.3,60.7,18.4,23.7,21.4,1455,167,Running 3x/week
59,Female,151.5,72.3,63.2,27.8,31.5,27.5,1664,633,HIIT 3x/week
19,Female,160.2,61.1,57.1,7.1,23.8,22.3,1709,178,HIIT 3x/week
63,Female,169.5,70.5,58.9,33,24.5,20.5,1375,383,Gym 3x/week
60,Female,173.5,68.3,60,19.7,22.7,19.9,1454,333,HIIT 3x/week
69,Male,166.1,83.7,72.2,33,30.4,26.2,2051,547,Running 3x/week
22,Female,154.8,54.9,46,16.7,22.9,19.2,1654,603,Swimming 2x/week
49,Male,182.8,98.2,85.7,37.2,29.4,25.6,2332,201,HIIT 3x/week
65,Female,158.5,71.8,60.7,18.9,28.6,24.2,1411,339,Cycling 4x/week
45,Male,169.2,69.2,60,21.2,24.2,20.9,1817,294,Cycling 4x/week
47,Female,170.9,77.6,73.4,6.9,26.6,25.1,1707,627,HIIT 3x/week
43,Male,174.6,78.5,66.1,32.8,25.8,21.7,2210,445,Running 3x/week
50,Male,168.2,76.4,63.7,21,27,22.5,1892,501,Swimming 2x/week
61,Female,167.7,95.7,90.5,12.3,34,32.2,2044,284,Cycling 4x/week
34,Male,173.3,102.7,93.9,21,34.2,31.2,2827,292,Cycling 4x/week
59,Male,174.8,98,83,38.5,32.1,27.2,2169,405,Gym 3x/week
35,Female,153.3,60.3,55.5,15.2,25.7,23.6,1591,534,HIIT 3x/week
48,Male,165.5,83.6,77.2,15.4,30.5,28.2,2182,228,Running 3x/week
31,Male,170.9,81.6,73,19.6,27.9,25,2203,369,Swimming 2x/week
50,Female,166.3,87.4,71,27.2,31.6,25.7,1707,443,HIIT 3x/week
46,Female,167.3,90.5,80.8,24.5,32.3,28.9,1869,365,Gym 3x/week
39,Female,153.5,60.1,54.5,11,25.5,23.1,1344,210,Running 3x/week
39,Male,174,82.3,74.4,21.4,27.2,24.6,2283,236,Swimming 2x/week
18,Male,185,101,92,18.1,29.5,26.9,2656,324,Cycling 4x/week
24,Male,164,89.7,74.7,52.1,33.4,27.8,2381,500,HIIT 3x/week
28,Female,159.7,73.9,66.1,18.4,29,25.9,1824,419,HIIT 3x/week
35,Male,172.4,87,69.8,31.3,29.3,23.5,2361,153,Running 3x/week
35,Male,168.7,69.7,63.2,13,24.5,22.2,1968,563,Gym 3x/week
47,Male,182.6,87,78.5,28.2,26.1,23.6,2101,472,Swimming 2x/week
37,Male,186.9,78.5,63.1,35.6,22.5,18.1,2407,458,Gym 3x/week
45,Male,179.2,81.8,74.6,23,25.5,23.2,2137,552,HIIT 3x/week
42,Male,168.5,86.1,76.5,32.8,30.4,27,2232,509,Running 3x/week
47,Female,156.2,62.2,53.2,29.6,25.5,21.8,1443,167,Running 3x/week
69,Male,184.5,87.1,80.1,16.7,25.6,23.5,1977,423,Running 3x/week
65,Female,159.5,71.3,66.3,12.9,28,26.1,1290,578,Gym 3x/week
62,Male,179,80.9,70.9,29.3,25.3,22.1,2036,162,Running 3x/week
36,Male,186.1,119.3,100.4,49.7,34.4,29,3112,154,Running 3x/week
29,Female,159.8,66.3,56.7,27.5,26,22.2,1662,252,HIIT 3x/week
64,Female,153.1,63.9,55.6,16.8,27.3,23.7,1324,382,Running 3x/week
43,Male,177.1,75,61.9,36.4,23.9,19.7,2121,469,Swimming 2x/week
23,Female,171,86.1,76.3,21.2,29.4,26.1,2022,602,Gym 3x/week
51,Female,161.8,62.5,58.2,8.6,23.9,22.2,1465,291,Gym 3x/week
47,Male,177.4,75.8,68.6,18.7,24.1,21.8,1987,157,Running 3x/week
65,Male,170.3,63.9,53.5,25.7,22,18.4,1726,569,Gym 3x/week
26,Female,151.3,76.3,71,14.5,33.3,31,1629,326,Swimming 2x/week
35,Female,168,81.6,73.6,14.5,28.9,26.1,1937,508,HIIT 3x/week
46,Female,164,64.4,55.5,29.1,23.9,20.6,1456,199,Running 3x/week
49,Male,179.8,105.7,87.8,62,32.7,27.1,2799,464,Cycling 4x/week
31,Female,157.5,58.9,52,18.6,23.7,21,1481,230,Swimming 2x/week
51,Female,163.6,63.4,55.6,19.7,23.7,20.8,1297,240,HIIT 3x/week
39,Male,164,87.2,72,36,32.4,26.8,2228,441,Running 3x/week
34,Female,162,88.7,74.3,50.3,33.8,28.3,1805,481,HIIT 3x/week
66,Male,172.5,92.6,87.2,12,31.1,29.3,2368,319,Cycling 4x/week
54,Female,170.7,93.5,87.8,12.5,32.1,30.1,1829,235,Gym 3x/week
35,Male,179.8,100.6,80.5,45.8,31.1,24.9,2771,618,HIIT 3x/week
25,Male,186.2,89.8,72.2,44.1,25.9,20.8,2475,224,Cycling 4x/week
37,Male,185.5,95.9,84.2,40.1,27.9,24.5,2636,599,Cycling 4x/week
64,Male,176.7,70.4,66.4,11.5,22.5,21.3,1607,284,Gym 3x/week
23,Male,183,75.9,64,31.3,22.7,19.1,2278,385,HIIT 3x/week
23,Female,160.3,69.5,55.7,27.9,27,21.7,1649,185,HIIT 3x/week
65,Male,172.4,66.7,63.1,11.6,22.5,21.2,1860,458,HIIT 3x/week
37,Female,172.2,80.1,71.7,21.5,27,24.2,2007,319,Gym 3x/week
55,Female,165.7,79.8,64.1,54.3,29.1,23.4,1682,179,Gym 3x/week
33,Male,167.3,92.1,77.4,41.1,32.9,27.6,2472,438,Running 3x/week
55,Female,158.8,66.8,62.6,10,26.5,24.8,1292,516,Cycling 4x/week
21,Male,178.2,90,77.1,23.5,28.3,24.3,2543,636,Gym 3x/week
36,Male,177.3,85.7,75.2,35.3,27.3,23.9,2269,452,Swimming 2x/week
44,Female,172.8,85.8,75,21.3,28.7,25.1,1927,170,HIIT 3x/week
30,Male,185.1,87.3,70.9,38.9,25.5,20.7,2311,467,Running 3x/week
45,Male,167.9,76.7,64.9,21.9,27.2,23,1858,561,Swimming 2x/week
42,Female,160.3,74.1,67.2,14.2,28.8,26.2,1766,401,Running 3x/week
42,Male,178.8,101.3,82.5,31.1,31.7,25.8,2794,414,Cycling 4x/week
28,Male,183.5,82,74.8,15.2,24.3,22.2,2518,392,Cycling 4x/week
31,Male,182.2,76.4,69.3,11.1,23,20.9,2254,255,Swimming 2x/week
43,Male,177.4,82.8,78.3,12.3,26.3,24.9,2069,446,Running 3x/week
49,Male,186.4,94.5,89.7,8.2,27.2,25.8,2501,528,Cycling 4x/week
67,Female,174.2,72.5,67.9,13.1,23.9,22.4,1677,585,Running 3x/week
68,Female,157.2,58,53.7,9.4,23.5,21.7,1221,213,Running 3x/week
31,Female,152,71.9,65.3,17.9,31.1,28.3,1693,279,Swimming 2x/week
55,Female,161.8,65.3,53.3,29.4,24.9,20.4,1381,219,Running 3x/week
61,Female,174.1,103.5,86.7,26.2,34.1,28.6,1921,423,Cycling 4x/week
28,Female,173.9,101.6,95.3,12.9,33.6,31.5,2304,278,HIIT 3x/week
58,Male,163.7,84.1,77.8,9.6,31.4,29,2123,576,HIIT 3x/week
29,Female,151.5,57.6,47.4,28.6,25.1,20.6,1683,306,Swimming 2x/week
59,Female,151.7,58.9,48.5,27.3,25.6,21.1,1159,209,Gym 3x/week
57,Female,152.6,66.6,55.3,35,28.6,23.7,1384,188,Swimming 2x/week
38,Male,178.2,106.1,93.8,26.6,33.4,29.5,2615,649,Swimming 2x/week
56,Female,167.1,84.4,72.6,26.5,30.2,26,1946,153,Cycling 4x/week
32,Female,156,55.8,49,20.1,22.9,20.1,1292,197,Gym 3x/week
35,Male,174.5,73.2,61.2,22.5,24,20.1,2105,531,Gym 3x/week
44,Female,159.1,56,53,9,22.1,20.9,1213,171,Cycling 4x/week
48,Female,165.6,88.4,76.7,40.4,32.3,28,1672,534,Swimming 2x/week
41,Female,171.1,71.1,58.1,36.7,24.3,19.8,1833,342,Running 3x/week
20,Female,162.9,71.4,65,15.1,26.9,24.5,1977,632,Swimming 2x/week
31,Female,160.2,75.6,63,21.2,29.4,24.6,1874,297,Swimming 2x/week
56,Female,171,76.8,67.2,19.3,26.3,23,1701,278,Gym 3x/week
56,Male,168.8,65.8,56,19.4,23.1,19.6,1596,512,Gym 3x/week
61,Male,168.7,63.1,54.6,25.3,22.2,19.2,1443,252,Gym 3x/week
29,Male,165.2,87.4,74.6,24.9,32,27.3,2414,512,Gym 3x/week
37,Female,172.3,79.3,65.2,25,26.7,21.9,1993,539,HIIT 3x/week
39,Female,166,61.8,50.4,38.7,22.4,18.3,1406,464,Gym 3x/week
30,Male,175.6,103.7,97.5,18.7,33.7,31.6,2653,383,Running 3x/week
25,Female,173.8,91.4,76.4,32.1,30.3,25.3,2188,533,Swimming 2x/week
36,Female,160.3,89.6,81.2,28.9,34.9,31.6,1877,231,Gym 3x/week
42,Male,168.7,97.6,80.5,45.5,34.3,28.3,2368,219,Gym 3x/week
56,Male,183.6,115.9,93.7,58,34.4,27.8,2660,422,Cycling 4x/week
30,Male,165.2,71.8,60.6,37.3,26.3,22.2,2018,171,Gym 3x/week
65,Female,164.8,65.7,62.1,11,24.2,22.8,1591,338,Cycling 4x/week
57,Male,184.1,116.9,108.4,28.5,34.5,32,3022,164,Running 3x/week
